id_question,thème,question,choix,réponse_initiale,réponse_validée,statut,référence_document,référence_section_page,explication_courte,remarque_pédagogique
BANK-174,Radar,Question 19 : Quelle est parmi l’expression ci-après celle qui correspond au Niveau de vol ?,"Surface isobare, liée à une pression de référence spécifiée, soit 1 013,2 hectopascals (hPa) et | Niveau, liée à une pression de référence spécifiée, soit 1 013,2 hectopascals (hPa) et séparée des","19 : a) Surface isobare, liée à une pression de",,À confirmer,Annexe 11 OACI,"Annexe 11, définitions / chapitres 2-5 selon question","L’Annexe 11 est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-175,Radar,Question 20 : Quelle est parmi les définitions ci-après celle correspond à la Limite d’autorisation ?,Point jusqu’où est valable une autorisation du contrôle de la circulation aérienne accordée à un | Point jusqu’où est valable une instruction du contrôle de la circulation aérienne accordée à un | Point jusqu’où est valable une autorisation du contrôle de la circulation aérienne accordée à des,20 : a) Point jusqu’où est valable une autorisation du contrôle de la circulation aérienne accordée à un aéronef.,,À confirmer,Annexe 11 OACI,"Annexe 11, définitions / chapitres 2-5 selon question","L’Annexe 11 est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-176,Radar,Question 21 : Quelle est parmi les définitions ci-après celle correspond à la Organisme de contrôle de la circulation aérienne ?,"Terme générique désignant, selon le cas, un centre de contrôle régional, un organisme de contrôle | Terme générique désignant, selon le cas, un centre de contrôle régional, | Terme générique désignant, selon le cas, un centre de contrôle régional, ou une tour de contrôle","21 : a) Terme générique désignant, selon le cas, un centre de contrôle régional, un organisme de contrôle d’approche ou une tour de contrôle d’aérodrome.",,À confirmer,Annexe 11 OACI,"Annexe 11, définitions / chapitres 2-5 selon question","L’Annexe 11 est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-177,Radar,Question 22 : quelle est parmis les points suivants celui qui ne correspond pas aux Objets des services de la circulation aérienne ?,d’empêcher les abordages entre aéronefs; | d’empêcher les collisions entre les aéronefs sur l’aire de manoeuvre et les obstacles se trouvant sur | d’accélérer et de régulariser la circulation aérienne; | de fournir le service de recherche et sauvetage ; | de fournir les avis et les renseignements utiles à l’exécution sûre et efficace des vols;,22 : d) de fournir le service de recherche et sauvetage ;,,À confirmer,Annexe 11 OACI,"Annexe 11, définitions / chapitres 2-5 selon question","L’Annexe 11 est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-178,Radar,Question 23 : quelle est parmis les points suivants celui qui ne correspond pas aux Bénéficiaires du service du contrôle de la circulation aérienne ?,"à tous les vols IFR dans les espaces aériens des classes A, | à tous les vols VFR dans les espaces aériens des classes B, | à tous les vols VFR spéciaux; | à l’ensemble de la circulation d’aérodrome aux aérodromes contrôlés.",23 : e) à tous les vols VFR dans les espaces aériens des classes A ; et B,,À confirmer,Annexe 11 OACI,"Annexe 11, définitions / chapitres 2-5 selon question","L’Annexe 11 est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-179,Radar,Question 24 : quel est le but unique de l’Autorisations du contrôle de la circulation aérienne ?,Les autorisations du contrôle de la circulation aérienne auront pour but unique d’assurer le service du | Les autorisations du contrôle de la circulation aérienne auront pour but unique d’assurer la gestion | de fournir à un contrôleur non radar les informations suivantes : | et c- référence annexe 11 | Au delà de la limite inférieure de la région de contrôle | au moins jusqu'à la limite inférieure de la région de contrôle,24 : b) Les autorisations du contrôle de la circulation aérienne auront pour but unique d’assurer le service du contrôle de la circulation aérienne.,,À confirmer,Annexe 11 OACI,"Annexe 11, définitions / chapitres 2-5 selon question","L’Annexe 11 est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-180,Radar,Quel doit être l'équipement minimal d'un avion VFR pour pouvoir pénétrer dans un espace de classe D ? | | 1-un DME | | --- | --- | | | 2-une radio et un transpondeur mode A |,,36 - 2,,Référence manquante,Instruction Tech relative aux svcs de la ca,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-181,Radar,Le plan de vol d un trafic non contrôle est annulé Lorsqu’il se produit un retard par rapport à l’heure estimée de départ du poste de stationnement de ? | | 1- 30 mn | | --- | --- | | | 2- 45 mn |,,37 -3,,Référence manquante,Arrêté relatif au plan de vol,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-182,Radar,Les modifications ayant un caractère permanent et les annulations définitives des plans de vol répétitifs doivent être adressées au bureau RPL ? | 1- 3 jours | | --- | | 2- 5 jours |,d’accords bilatéraux ; | sept fois au moins ou chaque jour pendant au moins sept jours consécutifs. Les éléments de chaque | dix fois au moins ou chaque jour pendant au moins dix jours consécutifs. Les éléments de chaque | dix fois au moins ou chaque jour pendant au moins sept jours consécutifs. Les éléments de chaque | Une heure avant que les modifications ne prennent effet. | 24 heures avant que les modifications ne prennent effet.,étitifs doivent être adressées au bureau RPL ? | 1- 3 jours | | --- | | 2- 5 jours | | 3- 7 jours | | 3- 10 jours | Réponse38. -3,,Référence manquante,Arrêté relatif au plan de vol; instruction technique relative au service de la CA ARTICLA 4; instruction technique relative au service de la CA ARTICLE13,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-183,Radar,Dans quel catégorie d ‘espace un vol VFR est astreint à des contacts radio l’organe ATC responsable de cet espace ? et pourquoi avec? Espace aérien de catégorie D,,"RAC 3 .2.33 - RAC 3.2.32 – RAC3.2.43 - Un aéronef au départ de GMMN/GOOY contraint de rester au F100 jusqu’à CSD puis F370, citez les différents espaces traversés par ce vol en montée vers le F370, route CSD-ADM-ECHED C1 radar Rép : RAC 3.0.5 - Citez les différents points d’entrés/sortie à l’intérieur de la TMA de RABAT Rép : D, G, E et A - Donnez les significations des phases suivantes : - Incertitude (INCERFA) - Alerte (ALERFA) - Detresse (DTRESSFA) C1 régional et radar Rép : - Incertitude (INCERFA) : situation dans laquelle il lieu de douter de la sécurité d’un aéronef et ses occupants ; - Alerte (ALERFA) : situation dans laquelle on peut craindre pour<la sécurité s’un aéronef et ses occu",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-184,Radar,"Quelles est la teneur de l’autorisation de contrôle ? - Citez les minima de séparation longitudinales entre deux A/C au même FL, suivant la même route même sens. (vols internationaux et domestiques).",,"- 10 NM au sein de la FIR Casablanca, - 20NM en cas de transfert ou de réception de trafic des CCR suivants GCCC, LECS et LPPC. - 10 minutes en cas de transfert ou de réception de trafic du CCR DAAA, - 20 minutes en cas de transfert ou de réception de trafic du CCR GOOO.",,À confirmer,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-185,Radar,Quelles sont les mesures à entreprendre dans le cas d’une intervention illicite? - Citez les équipement RVSM embarqués dans un a/c homologué.,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-186,Radar,quelle sont les procédures que doit suivre un contrôleur lorsqu’il connaissance de la présence de la turbulence dans l’espace aérien RVSM sous sa juridiction ? - Quel est la signification des abréviations suivantes :,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-187,Radar,16.Quels sont les mesures à entreprendre par le contrôleur dans le cas d’un aéronef égaré ? C1 radar et régional,,"- S’efforcer d’établir des communications bilatérales avec l’aéronef à moins que de telles communication ne soient déjà établies ; - Utiliser tous les moyens disponibles pour déterminer la position de l’avion, - Informer les autres organes ATS chargés des zones dans lesquelles l’avion a pu ou peut s’égaré ; en tenant compte de tous les facteur qui auraient pu exercés une influence sur la navigation de l’aéronef dans les circonstances ; - Informer, conformément aux procédures adoptés sur le plan local, les organes militaires appropriés et leur communiquer le plan de vol et les autres données pertinentes relatives à l’aéronef égaré. - Demander aux organes mentionnés en c et d ci-dessus et aux ",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-188,Radar,"17. Peut-on changer l’indicatif d’un aéronef si oui, quelles en sont les modalités ? si non pourquoi ? C1 radar et régional",,"Un organe ATS peut donner pour instruction à un autre aéronef de changer son indicatif d’appel pour des raisons se sécurité lorsqu’il est probable qu’il ait confusion entre deux ou plusieurs indicatifs similaires. Lorsqu’un organe ATC change l’indicatif d’ appel d’un aéronef, cet organe veillera à ce que l’avion reprenne l’indicatif d’appel indiqué dans la plan de vol, lorsqu’il sera transféré à un autre organe ATC , sauf si le changement d’indicatif à fait l’objet d’une coordination entre les deux organes ATC. L’organe ATC indiquera à l’aéronef le moment où il devra reprendre l’indicatif d’appel indiqué dans le plan de vol.",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-189,Radar,Pour quel aéronef est assuré le service d’alerte ? C1 radar et régional),,"le service d’alerte est assuré : - A tout les aéronefs auxquels est assuré le service de contrôle de la CA, - Dans la mesure du possible, à tous les autres aéronefs pour les quels un plan de vol a été déposé, ou dans la présence est connue des services de la CA, - A tout aéronef que l’on sait ou que l’on croit être l’objet d’une intervention illicite. - A tous les aéronefs cité en a et c ci-dessus - A tous les aéronefs cités en a,b et c ci-dessus",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-190,Radar,"Dans le cas d’un vol VFR partant d’un aérodrome non contrôlé à destination d’un aérodrome non contrôlé, ce vol accuse un retard à son arrivée, qui est responsable du déclenchement des phases d’urgences ? Citez les phases d’urgence et les délais de leurs déclenchement.",,l’organisme responsable du déclenchement des phases d’urgences est le CCR | | Retard à l’arrivée | | --- | --- | | Phases d’urgences | INCERFA | ALERFA | DETRESFA | | Aéronef VFR | H+30 | H+60 | FIN AUTONOMIE | --------------------------------------------------------------------------------------------,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-191,Radar,"Que doit faire un contrôleur au premier contact avec un aéronef provenant d’un environnement de contrôle aux procédures, avant de fournir n’importe quel service Radar à cet aéronef?",,"- Vérifier le mode C de l’aéronef - vérifier si l’altitude de l’aéronef et au dessus de la MVA - identifier l’a/c - coordonner avec le secteur adjacent pour un éventuel guidage radar - Citez trois méthodes d’identification radar qui peuvent être utiliser en : - Radar primaire et secondaire, - identification au départ - altération de cap - corrélation de position - Radar secondaire seulement. - ident. - changement de code ou de mode - mettre le transpondeur en stand-by",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-192,Radar,"Citez trois circonstances qui peuvent rendre l’identification contestée ? - Duplication des plots,",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-193,Radar,"Quelle la méthode d’identification une fois utilisée, le contrôleur doit tenir compte de la valeur MVA dans l’espace sous sa juridiction ? La méthode d’altération de cap",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-194,Radar,Que doit faire un contrôleur lorsque l’identification devient contestée ? Re-identifier l’aéronef ou terminer le service radar,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-195,Radar,Quand est-ce un contrôleur doit vérifier l’altitude pression dérivée du mode C ? Au moins dès le premier contact avec l’organe du contrôle qui est en charge de l’aéronef ou dès que possible (thereafter),,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-196,Radar,"Quand est-ce un aéronef est considéré stable un niveau de vol, après une montée ou descente ? Quand l’indication de l’altitude pression dérivée du mode C est à l’intérieur de 300’",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-197,Radar,Dans quels cas un contrôleur doit terminer le service de contrôle radar fourni un aéronef donné ? - en cas d’une identification contestée,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-198,Radar,"quelles sont les étapes à suivre pour transiter du service de contrôle radar au service de contrôle non radar en cas de panne totale du système radar ? - Plôter la position de tous les aéronefs identifiés,",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-199,Radar,Quels sont les critères sur lesquels les services concernés se basent pour déterminer la MVA et quelle est son utilité pour un contrôleur ? - des obstacles,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-200,Radar,"lorsqu’ un pilot est autorisé par un contrôleur de maintenir son cap actuel, même si ce cap ne le fait pas sortir de sa route plan de vol, que signifie cette autorisation pour le pilote ? C1 radar",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-201,Radar,Quelles sont les exigences pour un contrôleur avant le guidage d’un a/c ? avant de guider un aéronef le contrôleur doit s’assurer:,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-202,Radar,Dans quels cas un contrôleur peut guider un a/c vers un espace aérien non contrôlé? C radar,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-203,Radar,Quelles sont les exigences pour un contrôleur pendant le guidage d’un a/c ? C1 RADAR,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-204,Radar,En guidage radar quel est l’angle approprié pour interception des voies a aériennes? - 60° X,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-205,Radar,quels sont les facteurs qu’un contrôleur doit en tenir compte avant l’assignation de cap à un a/c auquel le service de guidage va être fournie ? C1 RADAR,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-206,Radar,"un a/c qui fait GMMN direct sur GMME au niveau de vol FL090, traverse quelle catégorie d’espace aérien ? C régional",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-207,Radar,Action à entreprendre par un contrôleur de service à l’égare d’un NOTAM reçu devant entrer en vigueur immédiatement dans l’espace sous sa juridiction ? C1 radar et régional,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-208,Radar,"quels sont les délais de transfert entre le CCR de casa et celui de séville selon la lettre d’agrément en vigueur ? téléphone ; 12 min avant le passage du point de transfert ( a ;10, b ;12 ; c ;15)",,,,À confirmer,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-209,Radar,"Quelles sont les conditions de déroulements d’un VFR ? Plafond : a, 450m, b,1500m, c, supérieur à 1500m",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-210,Radar,Quelles sont les les délais de déclenchement des phases d’urgence pour un vol IFR évoluant dans une voie aérienne ou une région terminale ? Manque de liason en route,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-211,Radar,"Quelle est la définition du Radar ? - Dispositif de radiodétection qui fournit les renseignements sur la distance, l’azimute et l’altitude des objets.",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-212,Radar,Quels sont les trois principaux services radar ? - Service de contrôle,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-213,Radar,"Quand est ce qu’un avion sous contrôle radar, doit être informé de sa position ? - Lors de la première identification.",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-214,Radar,Quelle est la définition du cap ? - Sens dans lequel est dirigé l’axe longitudinal de l’aéronef exprimé en degrés par rapport au nord magnétique.,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-215,Radar,Quelles sont les raisons qui peuvent empêcher un aéronef de transmettre des informations sur l’altitude ? - Le mode C défectueux.,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-216,Radar,"Quelles sont les principales composantes des systèmes automatisés de traitement radar, citez leurs fonctions ? - RDP : dispositif de traitement des données radar qui fournit les informations radar à partir de l’antenne.",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-217,Radar,"Dans un environnement radar, comment un contrôleur peut il savoir qu’un niveau de vol est occupé par un aéronef sur un affichage radar ? - Lorsque après trois renouvellements consécutifs, le mode C ne diffère pas plus de 300 pieds.",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-218,Radar,Quelles sont les procédures employées par le contrôleur pour établir l’espacement horizontal ou vertical ? - Le contrôle de vitesse.,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-219,Radar,Quelles sont les circonstances qui peuvent mener à une identification douteuse ? - Plots trop rapprochés.,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-220,Radar,Quelles les trois méthodes de transfert d’identité et/ou de contrôle radar ? - Physique.,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-221,Radar,Quels sont les éléments d’informations que doit comporter un message de renseignements sur les risques d’abordage délivrés à un aéronef identifié ? - Relèvement.,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-222,Radar,Quel est le minimum de renseignements que doit avoir un contrôleur pour fournir une assistance positive à un aéronef ? - L’identification et le type de l’aéronef.,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-223,Radar,Qu’appelle-t-on un état caractérisé par la menace d’un danger grave et imminent et nécessite une assistance immédiate ? - Un état de détresse.,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-224,Radar,Qu’elle est l’autorité ultime qui détermine l’état d’urgence d’un aéronef ? - Le pilote.,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-225,Radar,Quelles sont les minima de séparation longitudinale en fonction de temps pour le cas de deux aéronefs suivant la même route au même niveau de vol ? - 15 minutes,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-226,Radar,Quand est ce qu’un message de délai (DLA) doit être émis? - la validité d’un plan de vol déposé est 1 heure à partir de l’ETD,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-227,Radar,"En cas de panne de la ligne téléphonique spécialisée avec le CCR de Dakar, quels sont les moyens alternatifs utilisés par ordre de priorité ? - lignes canaries pour relais",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-228,Radar,"Que signifient INCERF, ALERFA, DETRESFA ? - INCERFA : phase d’alerte, indique que l’on manque de nouvelles de l’aéronef sans inquiétude sur sa sécurité",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-229,Radar,quels sont les délais de déclenchement des phases d’urgence pour un vol IFR évoluant dans une AWY ou dans une TMA ? | Avions à réacteurs et Turbopropulseurs | INCERFA | H + 10 | | --- | --- | --- | | | ALERFA | H + 20 |,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-230,Radar,"Dans un environnement radar, dés que l’on a connaissance d’une interruption des communications bilatérales avec un aéronef, quelle est la première disposition à prendre ? - Déterminer si l’aéronef peut recevoir la transmission de l’organe de la circulation aérienne en lui demandant d’exécuter des manœuvres spécifiée pouvant être observées par radar, ou si possible un signal spécifié qui constituera un accusé de réception.",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-231,Radar,"Quelle est la valeur de tolérance qu’il convient d’utiliser pour établir la précision de l’indication de niveau déterminé en mode C, et quand faut-il la vérifier ? - 300 pieds en plus ou en moins.",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-232,Radar,qu’est ce qu’un avion non identifié ? - c’est un avion qui a été observé ou signalé comme étant dans une région donnée mais dont l’identité n’a pas été déterminée.,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-233,Radar,Quels sont les différents affichages d’alerte et d’avertissement ayant trait à la sécurité que génère le système AMS du CCR de Casablanca ? - Alerte de conflit (CA) de couleur rouge,,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-234,Radar,"Est-il envisageable l’utilisation de la classe d’espace aérien C dans la FIR de Casablanca ? - Les différentes classes d’espace aérien utilisées dan la FIR de Casablanca sont : A, D, E, F et G.",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-235,Radar,"Quelle est la méthode d’identification une fois utilisée, le contrôleur doit tenir compte de la valeur MVA dans l’espace aérien sous sa juridiction ? 5ème Question (3 points)",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-236,Radar,Quelles sont les trois procédures employées pour maintenir une séparation réglementaire radar? 7ème Question (3 points),,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-237,Radar,"Dans quels cas, un contrôleur doit terminer le service de contrôle radar fourni à un aéronef donné ? 8ème Questions (0.5 points)",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-238,Radar,"En guidage radar, quel est l’angle approprié pour l’interception des voies aériennes?","60°, | 30°, | 15°, | 45°",,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-239,Radar,Quelles sont les mesures à entreprendre par le contrôleur dans le cas d’un aéronef égaré ? 4ème Question (2 points),,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
